id,key,value,type 
1802317871,highway,turning_circle,regular
1802317911,source,Bing,regular
1802317911,highway,turning_circle,regular
1802320032,highway,turning_circle,regular
1802328341,highway,turning_circle,regular
1802365075,amenity,parking,regular
1802368465,name,Bank Simpanan Nasional,regular
1802368465,building,yes,regular
1802369531,name,SMK Seksyen 7,regular
1802369531,amenity,school,regular
1802370434,name,Restoran Ayam Kampung,regular
1802370434,amenity,restaurant,regular
1802370434,cuisine,regional,regular
1802370560,amenity,parking,regular
1802370609,name,Tadika Si Cilik Pintar,regular
1802370609,amenity,kindergarten,regular
1802370609,housenumber,1,addr
1802371441,highway,turning_circle,regular
1802377936,name,Medan Selera Seksyen 7,regular
1802377936,amenity,restaurant,regular
1802377936,cuisine,regional,regular
1802378165,name,Surau Al-Islah,regular
1802378165,amenity,place_of_worship,regular
1802378165,religion,muslim,regular
1802378198,name,Restoran Sidah,regular
1802378198,amenity,restaurant,regular
1802378198,cuisine,regional,regular
1802378426,name,Restoran Putera Ayu,regular
1802378426,amenity,restaurant,regular
1802379382,name,Restoran Ayam Penyek,regular
1802379382,amenity,restaurant,regular
1802379822,name,Endah Promenade,regular
1802379822,bench,yes,regular
1802379822,highway,bus_stop,regular
1802379822,shelter,yes,regular
1802379842,name,Endah Ria,regular
1802379842,bench,no,regular
1802379842,highway,bus_stop,regular
1802379842,shelter,no,regular
1802379852,name,Wet Market Sri Petaling,regular
1802379852,amenity,marketplace,regular
1802379879,highway,traffic_signals,regular
1802379887,crossing,traffic_signals,regular
1802379887,highway,traffic_signals,regular
1802381503,highway,traffic_signals,regular
1802381935,amenity,parking,regular
1802409089,name,KFC,regular
1802409089,amenity,fast_food,regular
1802409089,cuisine,chicken,regular
1802409960,name,Surau Pusat Komersial,regular
1802409960,amenity,place_of_worship,regular
1802409960,religion,muslim,regular
1802410802,name,Klinik Mediveron,regular
1802410802,amenity,hospital,regular
1802410802,emergency,no,regular
1802411836,highway,bus_stop,regular
1802411845,highway,bus_stop,regular
1802411847,highway,bus_stop,regular
1802427241,amenity,parking,regular
1802469455,highway,turning_circle,regular
1803558894,amenity,parking,regular
1803558896,name,Hentian Putra Car Park,regular
1803558896,amenity,parking,regular
1803558896,city,Kuala Lumpur,addr
1803564319,highway,turning_circle,regular
1803572750,highway,turning_circle,regular
1803677794,amenity,parking,regular
1803679077,amenity,parking,regular
1804742508,amenity,parking,regular
1804763702,name,KL International Expo Bridal Gallery Sdn. Bhd.,regular
1804763702,building,yes,regular
1804781753,name,The Association of Kwong Tong Cemetery Management Kuala Lumpur,regular
1804781753,building,yes,regular
1805718998,highway,turning_circle,regular
1805727663,amenity,parking,regular
1805733173,highway,turning_circle,regular
1805765016,highway,turning_circle,regular
1805782389,sport,swimming,regular
1805782389,amenity,swimming_pool,regular
1805785483,highway,turning_circle,regular
1805785533,traffic_calming,bump,regular
1806866490,name,Sate Kajang Hj Samuri,regular
1806866490,amenity,restaurant,regular
1806866490,city,Kajang,addr
1806866490,place,Medan Sate,addr
1806866511,amenity,parking,regular
1806866531,highway,traffic_signals,regular
1806866601,atm,yes,regular
1806866601,name,HongLeong Bank,regular
1806866601,amenity,bank,regular
1806866601,city,Kajang,addr
1806866601,street,Jalan Sulaiman,addr
1806866678,highway,bus_stop,regular
1806882901,atm,yes,regular
1806882901,name,Maybank,regular
1806882901,amenity,bank,regular
1806882901,city,Kajang,addr
1806882901,wheelchair,yes,regular
1806882901,street,Jalan Tukang,addr
1806898284,amenity,taxi,regular
1806898353,highway,bus_stop,regular
1806898398,name,Kajang Station Car Park,regular
1806898398,amenity,parking,regular
1806979290,amenity,parking,regular
1807023086,highway,traffic_signals,regular
1808397601,diet,halal,regular
1808397601,name,Restoran Malaysia,regular
1808397601,amenity,restaurant,regular
1808397601,cuisine,chinese,regular
1808397601,en,Nyok Lan Kajang Satay,name
1808397601,city,Kajang,addr
1808397601,street,Jalan Dato Nazir,addr
1808397613,shop,bakery,regular
1808397617,amenity,parking,regular
1808397659,name,KK Super Mart,regular
1808397659,shop,convenience,regular
1808397659,city,Kajang,addr
1808397659,place,Metro Point Kajang,addr
1808397659,opening_hours,24/7,regular
1808441525,name,BHPetrol,regular
1808441525,brand,BHPetrol,regular
1808441525,amenity,fuel,regular
1808441525,operator,BHPetrol,regular
1808441684,name,7-11,regular
1808441684,shop,convenience,regular
1809525505,name,Balai Polis Sri Permaisuri Jalan Jelawat 1,regular
1809525505,highway,bus_stop,regular
1809525520,name,Flat Sri Johor Blok 33 Jalan Jelawat 2,regular
1809525520,highway,bus_stop,regular
1809532003,name,Villa Laman Tasik,regular
1809532003,sport,swimming,regular
1809532003,amenity,swimming_pool,regular
1809656763,highway,turning_circle,regular
1809656766,highway,turning_circle,regular
1809656779,highway,turning_circle,regular
1809700196,noexit,yes,regular
1809770498,highway,turning_circle,regular
1809770500,source,Bing,regular
1809770500,highway,turning_circle,regular
1810732765,name,Kasturi Apartment,regular
1810732765,building,apartments,regular
1810732765,street,Jalan Tasik Permaisuri 1,addr
1810732765,housename,Kasturi Apartment,addr
1810737092,highway,turning_circle,regular
1810737405,highway,turning_circle,regular
1810742841,name,Market A B C,regular
1810742841,shop,supermarket,regular
1810747228,highway,turning_circle,regular
1810761281,name,Taman Tenaga Wifi Zone,regular
1810761281,man_made,tower,regular
1810790330,amenity,parking,regular
1811001104,name,"MIFF Sdn Bhd ‎99-1, Villa Shoplex Impian III",regular
1811001104,building,yes,regular
1811011051,name,Citroen Menara Pgrm,regular
1811011051,shop,car,regular
1811021998,highway,traffic_signals,regular
1811032170,highway,turning_circle,regular
1811067905,name,MetroWorld Realty Sdn Bhd,regular
1811067905,building,yes,regular
1811067973,amenity,parking,regular
1812003919,name,Sani Hotel,regular
1812003919,zh,珊尼酒店,name
1812003919,tourism,hotel,regular
1812003919,website,http://www.sanihotel.com.my/,regular
1812003919,city,Kuala Lumpur,addr
1812003919,street,Jalan Putra,addr
1812003919,postcode,50350,addr
1812003919,housenumber,63,addr
1812022270,name,The Plaza Hotel Kuala Lumpur,regular
1812022270,tourism,hotel,regular
1812022272,name,Sime Darby Cosmo Point Jalan Raja Laut,regular
1812022272,amenity,bus_station,regular
1812041504,highway,traffic_signals,regular
1812078744,traffic_calming,bump,regular
1812078984,name,Kuarters  Ktm Block B,regular
1812078984,building,apartments,regular
1812078987,name,Kuarters  Ktm Block A,regular
1812078987,building,apartments,regular
1812150341,name,CIMB,regular
1812150341,amenity,bank,regular
1813326901,name,"Institut Jantung Negara (IJN), Jalan Tun Razak",regular
1813326901,amenity,hospital,regular
1813328900,name,Kelab Golf Titiwangsa pdrm,regular
1813328900,leisure,sports_centre,regular
1813340688,name,Cemetery,regular
1813340688,source,wikimapia,regular
1813340688,amenity,grave_yard,regular
1813340711,name,Cheras Hindu Cemetery,regular
1813340711,source,wikimapia,regular
1813340711,amenity,grave_yard,regular
1813340735,name,Chinese Cemetery,regular
1813340735,source,wikimapia,regular
1813340735,amenity,grave_yard,regular
1813340738,name,Chinese Cemetery,regular
1813340738,source,wikimapia,regular
1813340738,amenity,grave_yard,regular
1813340863,name,Christian Cemetery,regular
1813340863,source,wikimapia,regular
1813340863,amenity,grave_yard,regular
1813340914,name,Indian Cemetery,regular
1813340914,source,wikimapia,regular
1813340914,amenity,grave_yard,regular
1813340985,name,Tanah Perkuburan Islam Kampung Bohol,regular
1813340985,amenity,grave_yard,regular
1813340985,en,Kampung Bohol Muslim Cemetery,name
1813340985,religion,muslim,regular
1813340985,city,Puchong,addr
1813341135,name,Kwong Tung Cemetery (Heritage Park),regular
1813341135,source,wikimapia,regular
1813341135,amenity,grave_yard,regular
1813341203,name,Muslim Cemetery Bandar Baru Bangi,regular
1813341203,source,wikimapia,regular
1813341203,amenity,grave_yard,regular
1813341208,name,Muslim Cemetery,regular
1813341208,source,wikimapia,regular
1813341208,amenity,grave_yard,regular
1813341216,name,Nilai Memorial Park,regular
1813341216,source,wikimapia,regular
1813341216,amenity,grave_yard,regular
1813341231,name,Perkuburan Islam,regular
1813341231,source,wikimapia,regular
1813341231,amenity,grave_yard,regular
1813341239,name,Seksyen 21 Cemeteries,regular
1813341239,source,wikimapia,regular
1813341239,amenity,grave_yard,regular
1813341301,name,Tanah Perkuburan Islam CP/BTHO,regular
1813341301,source,wikimapia,regular
1813341301,amenity,grave_yard,regular
1813341320,name,Tanah Perkuburan Islam Kg Sg. Sekamat Kajang,regular
1813341320,source,wikimapia,regular
1813341320,amenity,grave_yard,regular
1813341373,name,Tanah Perkuburan Islam Sungai Pusu.,regular
1813341373,source,wikimapia,regular
1813341373,amenity,grave_yard,regular
1813341377,name,Tanah Perkuburan Islam Taman Keramat (Taman Keramat Muslim Cemetry),regular
1813341377,source,wikimapia,regular
1813341377,amenity,grave_yard,regular
1813341444,name,Tapak Perkuburan Muslim Serdang,regular
1813341444,source,wikimapia,regular
1813341444,amenity,grave_yard,regular
1813341535,name,chinese cemetery,regular
1813341535,source,wikimapia,regular
1813341535,amenity,grave_yard,regular
1813344341,name,Chinese Cemetery,regular
1813344341,source,wikimapia,regular
1813344341,amenity,grave_yard,regular
1813344421,name,Indian cemetery (abandoned),regular
1813344421,source,wikimapia,regular
1813344421,amenity,grave_yard,regular
1813344484,name,Kubur,regular
1813344484,source,wikimapia,regular
1813344484,amenity,grave_yard,regular
1813344506,name,Muslim Cemetery,regular
1813344506,source,wikimapia,regular
1813344506,amenity,grave_yard,regular
1813344540,name,Sg Sedu Christian Cemetery,regular
1813344540,source,wikimapia,regular
1813344540,amenity,grave_yard,regular
1813344558,name,Tanah Perkuburan Islam Batu 9 Cheras,regular
1813344558,source,wikimapia,regular
1813344558,amenity,grave_yard,regular
1813344560,name,Tanah Perkuburan Islam Beranang,regular
1813344560,source,wikimapia,regular
1813344560,amenity,grave_yard,regular
1813344586,name,Tanah Perkuburan Islam Sungai Choh(Daerah Gombak),regular
1813344586,source,wikimapia,regular
1813344586,amenity,grave_yard,regular
1813344621,name,Temuan Cemetery,regular
1813344621,source,wikimapia,regular
1813344621,amenity,grave_yard,regular
1813344635,name,jejantas fakulti kejeruteraan,regular
1813344635,highway,crossing,regular
1813344675,name,tanah perkuburan islam,regular
1813344675,source,wikimapia,regular
1813344675,amenity,grave_yard,regular
1813344684,name,tanah perkuburan,regular
1813344684,source,wikimapia,regular
1813344684,amenity,grave_yard,regular
1813357978,name,SR (A) Al-Jammiyah Jalan Ayer Panas,regular
1813357978,amenity,bus_station,regular
1813364899,name,Pasar Ayer Panas Jalan Ayer Keroh,regular
1813364899,highway,bus_stop,regular
1813382083,name,National Library of Malaysia,regular
1813382083,amenity,library,regular
1813382083,en,National Library of Malaysia,name
1813382083,street,Jalan Tun Razak,addr
1813382083,postcode,50572,addr
1813382083,opening_hours,Tu-Sa 10:00-19:00; Su 10:00-18:00,regular
1813382083,housenumber,232,addr
1813382088,name,Celcom Axiata Bhd,regular
1813382088,building,yes,regular
1813382090,name,Hotel Putra Jalan Tun Razak,regular
1813382090,tourism,hotel,regular
1813382759,name,Petronas,regular
1813382759,brand,Petronas,regular
1813382759,amenity,fuel,regular
1813384664,name,Pusat Kokurikulum Kuala Lumpur,regular
1813384664,note,a museum?,regular
1813384664,tourism,museum,regular
1813387424,name,St Ronan Kindergarten,regular
1813387424,amenity,kindergarten,regular
1813387435,name,Simpang Tasik Titiwangsa Jalan Pahang,regular
1813387435,highway,bus_stop,regular
1813445423,source,bing,regular
1813447218,name,"Masjid Bandar Baru Sentul, Jalan 3/48Ai",regular
1813447218,amenity,bus_station,regular
1813454071,amenity,parking,regular
1814475011,place,suburb,regular
1814481043,name,Kuala Lumpur Performing Arts Centre (KLPAC),regular
1814481043,amenity,theatre,regular
1814481043,website,http://www.klpac.org/,regular
1814493925,highway,traffic_signals,regular
1814498031,highway,traffic_signals,regular
1814501974,amenity,parking,regular
1814509107,name,Tan Chong Motor Assemblies Sdn Bhd,regular
1814509107,building,yes,regular
1814846736,highway,traffic_signals,regular
1814846738,highway,traffic_signals,regular
1818444729,name,Expert Security Services Sdn. Bhd.,regular
1818444729,building,yes,regular
1818444749,name,Restoran Makanan laut Zhen Liew Siang 正留香海鲜楼,regular
1818444749,amenity,restaurant,regular
1818473978,highway,turning_circle,regular
1818473983,highway,turning_circle,regular
1818474017,highway,turning_circle,regular
1818503826,name,Dataran Ukay / Pusat Akuarium MRR2,regular
1818503826,highway,bus_stop,regular
1818593285,name,Wandara  Apartment,regular
1818593285,tourism,guest_house,regular
1818593291,name,Hijau Apartment,regular
1818593291,tourism,guest_house,regular
1818603212,name,Oriental  Pearl,regular
1818603212,amenity,restaurant,regular
1818680762,name,R.E.A.L Kids Ampang,regular
1818680762,amenity,school,regular
1818690184,highway,turning_circle,regular
1818698550,name,7-Eleven,regular
1818698550,amenity,restaurant,regular
1819640127,name,Plexus Asia Sdn Bhd,regular
1819640127,office,yes,regular
1819651764,name,Grand Bell Trading Sdn. Bhd. (672569-D),regular
1819651764,building,yes,regular
1819670407,name,7-Eleven Malaysia: Store 0292 - Taman Ampang Hilir,regular
1819670407,shop,convenience,regular
1819681744,highway,turning_circle,regular
1819681750,name,Yu Jia Village,regular
1819681750,amenity,restaurant,regular
1819683180,highway,turning_circle,regular
1819813687,name,Stats ChipPAC Malaysia Sdn Bhd,regular
1819813687,shop,convenience,regular
1819852842,name,Flat PKNS Blok 2 Jalan AU 3/1,regular
1819852842,amenity,bus_station,regular
1819912838,highway,turning_circle,regular
1819924497,leisure,playground,regular
1819925781,leisure,playground,regular
1819926418,leisure,playground,regular
1821004062,highway,traffic_signals,regular
1821004062,traffic_signals,signal,regular
1821014056,city,Kuala Lumpur,addr
1821014056,place,Wangsa Maju,addr
1821014056,street,Jalan Wangsa Delima 12,addr
1821014056,name,Advanco,regular
1821014056,shop,stationery,regular
1821014090,name,Canadian Pizza 2-for-1 Wangsa Maju,regular
1821014090,amenity,restaurant,regular
1821014125,city,Kuala Lumpur,addr
1821014125,place,Wangsa Maju,addr
1821014125,street,Jalan Wangsa Delima 11,addr
1821014125,name,Go Future Gadget,regular
1821014125,shop,mobile_phone,regular
1821014149,name,Idaman Pharma Sdn Bhd Jalan 8/27A,regular
1821014149,amenity,bus_station,regular
1821014166,city,Kuala Lumpur,addr
1821014166,place,Wangsa Walk Mall,addr
1821014166,amenity,cinema,regular
1821014166,name,TGV Cinemas,regular
1821025848,highway,traffic_signals,regular
1821037236,highway,traffic_signals,regular
1821208774,highway,turning_circle,regular
1821479061,name,Nasi Kandar Pelita,regular
1821479061,phone,+60322825532,regular
1821479061,amenity,restaurant,regular
1821479061,cuisine,indian,regular
1821479061,website,http://www.pelita.com.my/,regular
1821479061,street,Jalan Telawi 5,addr
1821479061,postcode,59100,addr
1821479061,housenumber,2,addr
1821479068,fax,+60322876318,regular
1821479068,name,La Bodega Deli,regular
1821479068,phone,+60322870848,regular
1821479068,amenity,restaurant,regular
1821479068,website,http://www.bodega.com.my/,regular
1821479068,street,Jalan Telawi 2,addr
1821479068,postcode,59100,addr
1821479068,housenumber,16,addr
1821511870,name,Rock Bottom,regular
1821511870,phone,+60196903266,regular
1821511870,amenity,pub,regular
1821511870,facebook,https://www.facebook.com/rockbottombangsar/,regular
1821511870,street,Jalan Telawi 2,addr
1821511870,postcode,59100,addr
1821511870,opening_hours,16:00-03:00,regular
1821511870,housenumber,3,addr
1821511872,name,Blook Boutique,regular
1821511872,shop,clothes,regular
1821517440,name,Sanifix Hardware,regular
1821517440,shop,doityourself,regular
1821528547,name,Kanebo International,regular
1821528547,shop,hairdresser,regular
1821528547,phone,+60322921218,regular
1821528547,website,http://www.facebook.com/kanebomalaysia/info,regular
1821528547,street,Jalan Telawi 5,addr
1821528547,postcode,59100,addr
1821528547,housenumber,16,addr
1822560064,name,Farmasi Health Point,regular
1822560064,amenity,pharmacy,regular
1822560064,city,Kuala Lumpur,addr
1822560064,place,Brickfields,addr
1822560064,street,Jalan Rakyat,addr
1826887336,highway,traffic_signals,regular
1826887336,traffic_signals,signal,regular
1836391030,highway,traffic_signals,regular
1836391097,foot,yes,regular
1836391097,barrier,lift_gate,regular
1836391097,bicycle,yes,regular
1836391097,motorcar,yes,regular
1836391097,motorcycle,yes,regular
1836391140,highway,traffic_signals,regular
1836539219,name,San Francisco Coffee,regular
1836539219,amenity,cafe,regular
1841111815,name,Kelab Darul Ehsan Pool,regular
1841111815,sport,swimming,regular
1841111815,access,private,regular
1841111815,amenity,swimming_pool,regular
1841111815,covered,no,regular
1841125362,name,Chinese,regular
1841125362,building,yes,regular
1858243858,name,Klinik Pergigian Yong,regular
1858243858,phone,+60340230793,regular
1858243858,amenity,dentist,regular
1858243858,website,http://malaysiadentistsdirectory.blogspot.com/2010/07/klinik-pergigian-yong.html,regular
1858243858,street,Jalan Pahang,addr
1858243858,postcode,53000,addr
1858243858,housenumber,414,addr
1859716016,name,Caltex Jalan Imbi,regular
1859716016,brand,Caltex,regular
1859716016,amenity,fuel,regular
1859716016,operator,Caltex Jalan Imbi,regular
1860006177,name,Arulmegu Sree Veera Hanuman Temple,regular
1860006177,amenity,place_of_worship,regular
1860006177,religion,hindu,regular
1860006177,opening_hours,"""add opening_hours""",regular
1860019655,name,Tokong Seng Hong,regular
1860019655,amenity,place_of_worship,regular
1860019655,religion,buddhist,regular
1860021889,name,Evangelical Lutheran Church,regular
1860021889,amenity,place_of_worship,regular
1860021889,religion,christian,regular
1860021889,denomination,lutheran,regular
1860027671,name,Cathedral of St. Mary The Theotokos,regular
1860027671,source,http://www.mymalankara.com/,regular
1860027671,amenity,place_of_worship,regular
1860027671,alt_name,St. Marys Orthodox Syrian Cathedral,regular
1860027671,religion,christian,regular
1860027671,street,Jalan Tun Sambanthan 1,addr
1860027671,denomination,syriac_orthodox,regular
1860027671,postcode,50470,addr
1860027671,opening_hours,"""add opening_hours""",regular
1860027671,housenumber,1,addr
1860340533,name,Original Kayu Nasi Kandar SS2,regular
1860340533,phone,+60378774777,regular
1860340533,amenity,restaurant,regular
1860340533,cuisine,asian,regular
1860340533,website,http://www.originalkayu.com.my/branches.html,regular
1860340533,street,Jalan SS2/10,addr
1860340533,postcode,47300,addr
1860340533,housenumber,64,addr
1863110692,name,Warung Sekysen 27,regular
1863110692,amenity,restaurant,regular
1863131526,name,Shell,regular
1863131526,brand,Shell,regular
1863131526,amenity,fuel,regular
1863131526,operator,Shell,regular
1863160643,name,Caltex,regular
1863160643,amenity,fuel,regular
1863173015,name,Proton Showroom,regular
1863173015,shop,car,regular
1863226168,aerialway,station,regular
1863226168,name,Awana Transportation Hub,regular
1863226168,zh,阿娃娜交通枢纽,name
1863226168,wikipedia,en:Awana Skyway,regular
1864443596,barrier,lift_gate,regular
1864443621,name,Wan Corner,regular
1864443621,amenity,restaurant,regular
1865416780,name,Simon's Delights,regular
1865416780,amenity,restaurant,regular
1865416780,cuisine,chinese,regular
1866827534,atm,yes,regular
1866827534,name,Hong Leong,regular
1866827534,amenity,bank,regular
1866827536,name,Easy RHB,regular
1866827536,amenity,bank,regular
1866857365,name,Achitec (Puchong) Sdn Bhd,regular
1866857365,shop,computer,regular
1866857365,city,Puchong,addr
1866857365,suburb,Taman Kinrara,addr
1866857365,postcode,47100,addr
1866857369,name,Klinik Segara,regular
1866857369,phone,+60380768584,regular
1866857369,amenity,clinic,regular
1866857369,city,Puchong,addr
1866857369,suburb,Taman Kinrara,addr
1866862784,name,Klinik Selva,regular
1866862784,phone,+60380704584,regular
1866862784,amenity,clinic,regular
1866862784,city,Puchong,addr
1866862784,suburb,Taman Kinrara,addr
1866868410,atm,yes,regular
1866868410,name,Affin Bank,regular
1866868410,amenity,bank,regular
1866868410,city,Puchong,addr
1866868410,suburb,Taman Kinrara,addr
1866868410,opening_hours,"Mo-Th 09:15-16:15; Fr 09:15-16:00; Sa,Su off",regular
1866868433,atm,yes,regular
1866868433,name,CIMB Bank,regular
1866868433,amenity,bank,regular
1866868433,city,Puchong,addr
1866868433,suburb,Taman Kinrara,addr
1866868433,opening_hours,"Mo-Fr 09:30-16:30; Sa,Su off",regular
1866871426,name,Fa Kee,regular
1866871426,amenity,restaurant,regular
1866871426,cuisine,chinese,regular
1866871426,city,Puchong,addr
1866871426,suburb,Taman Kinrara,addr
1867423253,name,7 Eleven,regular
1867423253,shop,convenience,regular
1867423263,name,Sun Yin Loong,regular
1867423263,amenity,restaurant,regular
1867423271,name,D'Suria,regular
1867423271,amenity,restaurant,regular
1867423279,name,99 Speedmart,regular
1867423279,shop,convenience,regular
1867433223,name,Bambung,regular
1867433223,amenity,restaurant,regular
1867433223,operator,Restaurant,regular
1867433223,takeaway,yes,regular
1867433227,name,Al-Hassan,regular
1867433227,amenity,restaurant,regular
1877173271,name,Ghandhi's Vegetarian Corner,regular
1877173271,amenity,restaurant,regular
1877173271,cuisine,indian,regular
1877173271,vegan,yes,diet
1877173271,vegetarian,only,diet
1877222969,name,Mayang Oasis Food Court,regular
1877222969,amenity,restaurant,regular
1877222969,vegan,yes,diet
1879033175,amenity,townhall,regular
1879033183,highway,bus_stop,regular
1879033186,amenity,place_of_worship,regular
1879033186,religion,muslim,regular
1879033191,highway,bus_stop,regular
1879033195,amenity,place_of_worship,regular
1879033195,religion,muslim,regular
1882615165,name,Checkers,regular
1882615165,shop,supermarket,regular
1882615167,name,Surau Addin,regular
1882615167,amenity,place_of_worship,regular
1882615167,religion,muslim,regular
1886466213,name,Surau Hj Jangidin,regular
1886466213,amenity,place_of_worship,regular
1886466213,religion,muslim,regular
1887635476,highway,traffic_signals,regular
1887635476,traffic_signals,signal,regular
1887821739,highway,traffic_signals,regular
1887821760,highway,traffic_signals,regular
1887821766,highway,traffic_signals,regular
1887821770,highway,traffic_signals,regular
1887821806,highway,traffic_signals,regular
1887821851,highway,traffic_signals,regular
1887821870,highway,traffic_signals,regular
1887821874,highway,traffic_signals,regular
1887821927,highway,traffic_signals,regular
1887821975,highway,traffic_signals,regular
1887821977,highway,traffic_signals,regular
1887821979,highway,traffic_signals,regular
1887822014,highway,traffic_signals,regular
1887822018,highway,traffic_signals,regular
1887822022,highway,traffic_signals,regular
1887822097,highway,traffic_signals,regular
1887822097,traffic_signals,signal,regular
1887822171,highway,traffic_signals,regular
1887822171,traffic_signals,signal,regular
1887822174,highway,traffic_signals,regular
1887822174,traffic_signals,signal,regular
1887822194,highway,traffic_signals,regular
1887822239,highway,traffic_signals,regular
1887822243,highway,traffic_signals,regular
1888017936,name,Restoran Chat Masala,regular
1888017936,amenity,restaurant,regular
1888017936,cuisine,indian,regular
1888017936,vegan,only,diet
1888023455,name,Saravana Bhavan - Brickfields,regular
1888023455,phone,+60322603755,regular
1888023455,amenity,restaurant,regular
1888023455,cuisine,indian,regular
1888023455,website,http://www.saravanabhavan.com/,regular
1888023455,city,Kuala Lumpur,addr
1888023455,vegan,yes,diet
1888023455,street,Jalan Tun Sambanthan,addr
1888023455,postcode,50470,addr
1888023455,opening_hours,07:30-23:00,regular
1888023455,vegetarian,only,diet
1888023455,housenumber,196,addr
1888026270,name,Algeria Embassy,regular
1888026270,amenity,embassy,regular
1888026270,country,DZ,regular
1888026270,zh,阿尔及利亚驻马大使馆,name
1888049195,name,Embassy of the Republic of Korea,regular
1888049195,amenity,embassy,regular
1888049195,country,KR,regular
1888049195,zh,韩国驻马大使馆,name
1889910974,ele,63,regular
1889910974,name,Kuala Lumpur,regular
1889910974,place,city,regular
1889910974,source,wikipeadia,regular
1889910974,capital,yes,regular
1889910974,am,ኩዋላ ሉምፑር,name
1889910974,ar,كوالالمبور,name
1889910974,be,Куала-Лумпур,name
1889910974,bg,Куала Лумпур,name
1889910974,bn,কুয়ালালামপুর,name
1889910974,bo,ཁལ་ལུང་ཕུ།,name
1889910974,de,Kuala Lumpur,name
1889910974,el,Κουάλα Λουμπούρ,name
1889910974,en,Kuala Lumpur,name
1889910974,eo,Kuala-Lumpuro,name
1889910974,es,Kuala Lumpur,name
1889910974,fa,کوالالامپور,name
1889910974,fr,Kuala Lumpur,name
1889910974,he,קואלה לומפור,name
1889910974,hi,कुआ लालम्पुर,name
1889910974,ht,Kouala Loumpou,name
1889910974,hu,Kuala Lumpur,name
1889910974,hy,Կուալա Լումպուր,name
1889910974,is,Kúala Lúmpúr,name
1889910974,ja,クアラルンプール,name
1889910974,ka,კუალა-ლუმპური,name
1889910974,kk,Куала Лумпур,name
1889910974,kn,ಕ್ವಾಲ ಲುಂಪುರ್,name
1889910974,ko,쿠알라룸푸르,name
1889910974,lt,Kvala Lumpūras,name
1889910974,lv,Kualalumpūra,name
1889910974,mk,Куала Лумпур,name
1889910974,ml,കോലാലമ്പൂർ,name
1889910974,mn,Куала Лумпур,name
1889910974,mr,क्वालालंपूर,name
1889910974,my,ကွာလာလမ်ပူမြို့,name
1889910974,nl,Kuala Lumpur,name
1889910974,os,Куалæ-Лумпур,name
1889910974,pl,Kuala Lumpur,name
1889910974,ps,کوالالامپور,name
1889910974,pt,Kuala Lumpur,name
1889910974,ru,Куала-Лумпур,name
1889910974,sr,Куала Лумпур,name
1889910974,ta,கோலாலம்பூர்,name
1889910974,th,กัวลาลัมเปอร์,name
1889910974,ug,كۇئالالۇمپۇر,name
1889910974,uk,Куала-Лумпур,name
1889910974,ur,کوالالمپور,name
1889910974,zh,吉隆坡,name
1889910974,arz,كوالا لامبور,name
1889910974,ckb,کوالالومپور,name
1889910974,pnb,کوالا لمپور,name
1889910974,sah,Куала Лумпур,name
1889910974,wikidata,Q1865,regular
1889910974,wikipedia,en:Kuala Lumpur,regular
1889910974,population,1588750,regular
1889910974,short_name,KL,regular
1889910974,admin_level,2,regular
1889910974,zh-yue,吉隆坡,name
1889910974,country,Malaysia,is_in
1889910974,be-tarask,Куала Лумпур,name
1889910974,zh_pinyin,Jílóngbō,name
1889910974,continent,Asia,is_in
1889910974,capital_ISO3166-1,yes,regular
1889910974,country_code,MY,is_in
1894048522,name,Hong Mei Restoran,regular
1894048522,amenity,restaurant,regular
1894048522,cuisine,regional,regular
1894048522,vegetarian,yes,diet
1895699677,name,Yishensu - A Vegetarian Connoisseur,regular
1895699677,amenity,restaurant,regular
1895699677,website,http://www.yishensu.com,regular
1895699677,vegan,yes,diet
1895699677,street,Lebuh Bandar Utama,addr
1895699677,housename,1 Utama Shopping Mall (Old Wing),addr
1895699677,vegetarian,only,diet
1895699677,housenumber,Lot G207 (Ground Floor),addr
1897543715,highway,turning_circle,regular
1897556339,barrier,gate,regular
1897607802,name,LeAnn Organic Cafe,regular
1897607802,shop,convenience,regular
1897607802,amenity,cafe,regular
1897607802,organic,only,regular
1897607802,vegan,only,diet
1897621670,name,Donald's Durian,regular
1897621670,shop,greengrocer,regular
1897621670,amenity,cafe,regular
1897621670,cuisine,durian,regular
1897621670,vegan,only,diet
1897621670,fruitarian,only,diet
1903784095,highway,turning_circle,regular
1903784154,highway,turning_circle,regular
1903784160,highway,turning_circle,regular
1903784162,highway,turning_circle,regular
1903784194,highway,turning_circle,regular
1903784379,highway,turning_circle,regular
1903784460,highway,turning_circle,regular
1903784697,highway,turning_circle,regular
1903785361,highway,turning_circle,regular
1903785369,highway,turning_circle,regular
1903785474,highway,turning_circle,regular
1903785479,highway,turning_circle,regular
1903785492,highway,turning_circle,regular
1903785523,highway,turning_circle,regular
1903785536,highway,turning_circle,regular
1903785546,highway,turning_circle,regular
1903785566,highway,turning_circle,regular
1903785677,highway,traffic_signals,regular
1903785722,highway,turning_circle,regular
1903785729,highway,turning_circle,regular
1903785756,highway,turning_circle,regular
1903785773,highway,traffic_signals,regular
1903785887,highway,traffic_signals,regular
1903786367,highway,turning_circle,regular
1903786381,highway,traffic_signals,regular
1903786400,highway,traffic_signals,regular
1903786412,highway,traffic_signals,regular
1903786491,highway,traffic_signals,regular
1903786531,highway,turning_circle,regular
